911,技术性差错退库
912,超交、多交退库
913,计划亏损补贴退库
914,出口产品退库
915,先征后退
916,减免退库
917,汇算清缴退库
918,其他给企事业单位退库
921,代征、代扣手续费退库
922,财政手续费退库
923,财政“五税”退库
924,地方附加税退库
925,其他给财政机关退库
931,代征代扣手续费退库
932,税务手续费退库
933,税务“五税”退库
934,税务超收分成退库
935,其他给税务机关退库
951,给海关退库
961,给个人及个体私营企业退库
